UDI,Product ID,Type,Air temperature [K],Process temperature [K],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,rpm_boxcox,power,temp_diff 
3110,L50289,L,299.9,309.2,44.3,214,0,0,0,0,0,0,0.3159543069062538,13.996775795947043,9.300000000000011
3111,H32524,H,299.9,309.2,33.2,0,0,0,0,0,0,0,0.3159543069082144,10.489682989352719,9.300000000000011
3112,L50291,L,300.0,309.2,27.9,5,0,0,0,0,0,0,0.31595430691785165,8.81512516300806,9.199999999999989
3113,M17972,M,299.8,309.1,56.7,7,0,0,0,0,0,0,0.31595430689619197,17.914609201014084,9.300000000000011
3114,M17973,M,299.9,309.1,56.8,10,0,0,0,0,0,0,0.3159543068952783,17.946204631651806,9.200000000000045
3115,M17974,M,299.9,309.2,30.5,13,0,0,0,0,0,0,0.3159543069153197,9.636606360917252,9.300000000000011
3116,L50295,L,299.9,309.2,34.8,16,0,0,0,0,0,0,0.3159543069143784,10.995209880620369,9.300000000000011
3117,L50296,L,300.0,309.2,34.4,18,0,0,0,0,0,0,0.31595430691034926,10.868828157716013,9.199999999999989
3118,M17977,M,300.1,309.3,43.9,20,0,0,0,0,0,0,0.31595430690488263,13.870394073124347,9.199999999999989
3119,M17978,M,300.2,309.5,46.9,23,0,0,0,0,0,0,0.3159543069041644,14.818256993805308,9.300000000000011
3120,L50299,L,300.1,309.4,23.6,26,0,0,0,0,0,0,0.3159543069205371,7.456521643324677,9.299999999999955
3121,H32534,H,300.1,309.4,40.8,28,0,0,0,0,0,0,0.3159543069102009,12.890935721936195,9.299999999999955
3122,L50301,L,300.1,309.4,17.9,33,0,0,0,0,0,0,0.3159543069256693,5.65558209396948,9.299999999999955
3123,L50302,L,300.0,309.3,46.0,35,0,0,0,0,0,0,0.3159543069051383,14.533898117636362,9.300000000000011
3124,H32537,H,300.0,309.4,38.5,37,0,0,0,0,0,0,0.3159543069066727,12.164240815906899,9.399999999999977
3125,L50304,L,300.1,309.4,39.7,42,0,0,0,0,0,0,0.3159543069104475,12.543385984344766,9.299999999999955
3126,L50305,L,300.1,309.4,27.4,44,0,0,0,0,0,0,0.3159543069157158,8.657148009490612,9.299999999999955
3127,L50306,L,300.0,309.4,35.7,46,0,0,0,0,0,0,0.3159543069067319,11.27956875657033,9.399999999999977
3128,L50307,L,300.0,309.5,28.3,48,0,0,0,0,0,0,0.31595430691651016,8.941506885737239,9.5
3129,M17988,M,300.1,309.5,42.8,50,0,0,0,0,0,0,0.31595430690442816,13.522844335509525,9.399999999999977
3130,L50309,L,300.1,309.6,34.5,53,0,0,0,0,0,0,0.31595430691374427,10.900423588524177,9.5
3131,L50310,L,300.1,309.6,25.4,55,0,0,0,0,0,0,0.31595430691788196,8.025239395714202,9.5
3132,L50311,L,300.1,309.5,32.7,57,0,0,0,0,0,0,0.3159543069144559,10.33170583610271,9.399999999999977
3133,L50312,L,300.1,309.5,40.6,59,0,0,0,0,0,0,0.3159543069099006,12.827744860541966,9.399999999999977
3134,H32547,H,300.2,309.6,49.2,61,0,0,0,0,0,0,0.3159543069030785,15.544951899631464,9.400000000000034
3135,L50314,L,300.2,309.6,51.5,66,0,0,0,0,0,0,0.31595430689654963,16.271646805172306,9.400000000000034
3136,L50315,L,300.4,309.8,52.5,68,0,0,0,0,0,0,0.31595430689499865,16.58760111198743,9.400000000000034
3137,L50316,L,300.4,309.9,54.8,70,0,0,0,0,0,0,0.31595430690258747,17.314296018261793,9.5
3138,L50317,L,300.4,309.9,36.5,72,0,0,0,0,0,0,0.3159543069103985,11.532332202229545,9.5
3139,L50318,L,300.4,309.9,43.5,74,0,0,0,0,0,0,0.31595430689802195,13.744012350063954,9.5
3140,H32553,H,300.4,309.9,38.7,76,0,0,0,0,0,0,0.31595430690754334,12.227431677321928,9.5
3141,H32554,H,300.4,309.9,12.8,81,1,0,0,1,0,0,0.31595430692960497,4.044215128698943,9.5
3142,L50321,L,300.5,310.0,45.1,86,0,0,0,0,0,0,0.31595430690799314,14.249539241550492,9.5
3143,L50322,L,300.6,310.0,34.7,88,0,0,0,0,0,0,0.3159543069143784,10.963614449928933,9.399999999999977
3144,H32557,H,300.6,310.0,42.4,90,0,0,0,0,0,0,0.3159543069014269,13.3964626126205,9.399999999999977
3145,M18004,M,300.6,310.0,36.3,95,0,0,0,0,0,0,0.31595430690545384,11.469141340667974,9.399999999999977
3146,M18005,M,300.5,310.0,43.5,98,0,0,0,0,0,0,0.31595430690112813,13.744012350199075,9.5
3147,M18006,M,300.5,309.9,26.5,101,0,0,0,0,0,0,0.3159543069184738,8.372789133339555,9.399999999999977
3148,M18007,M,300.4,309.7,42.8,104,0,0,0,0,0,0,0.31595430690293924,13.522844335445798,9.300000000000011
3149,H32562,H,300.4,309.8,39.7,107,0,0,0,0,0,0,0.3159543069034916,12.543385984068616,9.400000000000034
3150,H32563,H,300.4,309.7,35.2,112,0,0,0,0,0,0,0.3159543069067909,11.12159160311904,9.300000000000011
3151,L50330,L,300.4,309.8,32.9,117,0,0,0,0,0,0,0.31595430690754334,10.394896697258176,9.400000000000034
3152,L50331,L,300.5,309.8,43.8,119,0,0,0,0,0,0,0.31595430690208637,13.838798642311382,9.300000000000011
3153,M18012,M,300.5,309.8,42.3,121,0,0,0,0,0,0,0.3159543069051383,13.36486718208735,9.300000000000011
3154,M18013,M,300.5,309.9,49.3,124,0,0,0,0,0,0,0.315954306905765,15.576547330454213,9.399999999999977
3155,L50334,L,300.4,309.7,42.5,127,0,0,0,0,0,0,0.31595430690870346,13.428058043619897,9.300000000000011
3156,L50335,L,300.5,309.8,54.0,129,0,0,0,0,0,0,0.315954306897252,17.061532572451608,9.300000000000011
3157,L50336,L,300.4,309.7,36.9,131,0,0,0,0,0,0,0.31595430690475373,11.658713924785413,9.300000000000011
3158,M18017,M,300.4,309.7,42.2,133,0,0,0,0,0,0,0.3159543069060718,13.33327175143623,9.300000000000011
3159,L50338,L,300.4,309.7,30.1,136,0,0,0,0,0,0,0.315954306915173,9.510224638146708,9.300000000000011
3160,H32573,H,300.4,309.8,47.5,138,0,0,0,0,0,0,0.3159543069006734,15.007829577781987,9.400000000000034
3161,M18020,M,300.4,309.7,51.2,143,0,0,0,0,0,0,0.315954306897252,16.176860513139303,9.300000000000011
3162,L50341,L,300.4,309.8,63.1,146,0,0,0,0,0,0,0.3159543068922583,19.936716764901497,9.400000000000034
3163,L50342,L,300.5,309.9,40.0,148,0,0,0,0,0,0,0.3159543069055788,12.638172276223152,9.399999999999977
3164,L50343,L,300.4,309.8,38.9,150,0,0,0,0,0,0,0.3159543069094926,12.290622538779262,9.400000000000034
3165,L50344,L,300.4,309.7,31.3,152,0,0,0,0,0,0,0.31595430691539256,9.889369806451787,9.300000000000011
3166,L50345,L,300.4,309.6,34.5,154,0,0,0,0,0,0,0.3159543069088106,10.900423588353966,9.200000000000045
3167,M18026,M,300.4,309.7,37.7,156,0,0,0,0,0,0,0.3159543069089701,11.911477370468173,9.300000000000011
3168,L50347,L,300.4,309.7,45.1,159,0,0,0,0,0,0,0.31595430689868903,14.249539241130876,9.300000000000011
3169,M18028,M,300.4,309.6,30.3,161,0,0,0,0,0,0,0.31595430691257054,9.573415499450887,9.200000000000045
3170,M18029,M,300.4,309.6,35.5,164,0,0,0,0,0,0,0.31595430691502485,11.216377895483383,9.200000000000045
3171,M18030,M,300.4,309.7,32.3,167,0,0,0,0,0,0,0.31595430691539256,10.205324113367178,9.300000000000011
3172,L50351,L,300.4,309.6,56.9,170,0,0,0,0,0,0,0.3159543068988533,17.977800062544752,9.200000000000045
3173,M18032,M,300.3,309.6,41.3,172,0,0,0,0,0,0,0.3159543069060718,13.048912875220765,9.300000000000011
3174,L50353,L,300.3,309.6,32.6,175,0,0,0,0,0,0,0.31595430691299936,10.30011040536378,9.300000000000011
3175,L50354,L,300.3,309.6,34.6,177,0,0,0,0,0,0,0.31595430691195114,10.93201901915351,9.300000000000011
3176,L50355,L,300.3,309.6,44.7,179,0,0,0,0,0,0,0.31595430690481824,14.123157518645376,9.300000000000011
3177,L50356,L,300.3,309.6,45.4,181,0,0,0,0,0,0,0.31595430690258747,14.34432553337747,9.300000000000011
3178,M18037,M,300.2,309.5,33.4,183,0,0,0,0,0,0,0.3159543069102505,10.552873850802367,9.300000000000011
3179,M18038,M,300.2,309.4,53.6,186,0,0,0,0,0,0,0.3159543068937562,16.935150849505334,9.199999999999989
3180,L50359,L,300.1,309.3,36.8,189,0,0,0,0,0,0,0.31595430691054527,11.627118494308064,9.199999999999989
3181,M18040,M,300.2,309.4,48.8,191,0,0,0,0,0,0,0.31595430690244536,15.418570176839333,9.199999999999989
3182,L50361,L,300.2,309.4,37.0,194,0,0,0,0,0,0,0.31595430690832416,11.690309355607994,9.199999999999989
3183,M18042,M,300.1,309.3,50.3,196,0,0,0,0,0,0,0.31595430690314785,15.892501637228335,9.199999999999989
3184,L50363,L,300.1,309.3,32.0,199,0,0,0,0,0,0,0.3159543069126572,10.11053782120503,9.199999999999989
3185,L50364,L,300.1,309.3,31.0,201,0,0,0,0,0,0,0.31595430691422227,9.794583514340891,9.199999999999989
3186,L50365,L,300.1,309.3,27.1,203,0,0,0,0,0,0,0.31595430691539256,8.56236171740714,9.199999999999989
3187,M18046,M,300.2,309.4,48.8,205,0,0,0,0,0,0,0.31595430690403137,15.41857017691673,9.199999999999989
3188,M18047,M,300.2,309.4,27.8,208,0,0,0,0,0,0,0.31595430691763726,8.783529732310317,9.199999999999989
3189,M18048,M,300.1,309.2,51.0,211,0,0,0,0,0,0,0.31595430690279913,16.113669652042756,9.099999999999966
3190,L50369,L,300.1,309.1,33.7,214,0,0,0,0,0,0,0.3159543069095954,10.647660142853367,9.0
3191,L50370,L,300.1,309.2,30.1,216,0,0,0,0,0,0,0.31595430691190607,9.510224638048372,9.099999999999966
3192,M18051,M,300.1,309.2,33.7,218,0,0,0,0,0,0,0.3159543069170048,10.647660143103064,9.099999999999966
3193,M18052,M,300.1,309.2,39.8,221,0,0,0,0,0,0,0.31595430690135257,12.57498141467383,9.099999999999966
3194,L50373,L,300.0,309.1,44.5,0,0,0,0,0,0,0,0.3159543069000544,14.05996665705242,9.100000000000023
3195,L50374,L,300.0,309.0,51.7,2,0,0,0,0,0,0,0.3159543069038976,16.334837666931506,9.0
3196,M18055,M,300.0,309.2,32.4,4,0,0,0,0,0,0,0.3159543069134586,10.23691954399606,9.199999999999989
3197,L50376,L,300.0,309.1,40.3,7,0,0,0,0,0,0,0.31595430690613263,12.732958568317144,9.100000000000023
3198,L50377,L,300.0,309.1,40.6,9,0,0,0,0,0,0,0.315954306904624,12.827744860327735,9.100000000000023
3199,M18058,M,300.0,309.1,45.7,11,0,0,0,0,0,0,0.31595430690449366,14.439111825535361,9.100000000000023
3200,H32613,H,300.1,309.1,35.4,14,0,0,0,0,0,0,0.3159543069100514,11.184782464615818,9.0
3201,M18060,M,300.1,309.2,44.4,19,0,0,0,0,0,0,0.3159543069038976,14.028371226533052,9.099999999999966
3202,L50381,L,300.2,309.1,47.0,22,0,0,0,0,0,0,0.3159543069055164,14.849852424559272,8.900000000000034
3203,L50382,L,300.2,309.2,43.4,24,0,0,0,0,0,0,0.3159543069022306,13.712416919556807,9.0
3204,M18063,M,300.1,309.1,38.0,26,0,0,0,0,0,0,0.31595430690864973,12.00626366252869,9.0
3205,L50384,L,300.1,309.0,54.8,29,0,0,0,0,0,0,0.31595430690028825,17.314296018135796,8.899999999999977
3206,M18065,M,300.1,308.9,38.4,31,0,0,0,0,0,0,0.315954306909441,12.132645385322533,8.799999999999955
3207,M18066,M,300.1,309.0,33.0,34,0,0,0,0,0,0,0.3159543069124834,10.426492128111951,8.899999999999977
3208,M18067,M,300.2,309.0,31.2,37,0,0,0,0,0,0,0.31595430691374427,9.857774375708821,8.800000000000011
3209,M18068,M,300.2,309.1,42.2,40,0,0,0,0,0,0,0.315954306900443,13.333271751198696,8.900000000000034
3210,L50389,L,300.3,309.2,31.4,43,0,0,0,0,0,0,0.3159543069113555,9.920965237016562,8.899999999999977
3211,M18070,M,300.3,309.2,47.6,45,0,0,0,0,0,0,0.3159543068969906,15.039425008296753,8.899999999999977
3212,L50391,L,300.3,309.2,51.4,48,0,0,0,0,0,0,0.31595430690442816,16.240051374887607,8.899999999999977
3213,L50392,L,300.3,309.2,32.4,50,0,0,0,0,0,0,0.3159543069140249,10.236919544014405,8.899999999999977
3214,L50393,L,300.4,309.2,29.0,52,0,0,0,0,0,0,0.31595430691763726,9.162674900611481,8.800000000000011
3215,H32628,H,300.4,309.3,51.2,54,0,0,0,0,0,0,0.31595430689966,16.176860513262593,8.900000000000034
3216,M18075,M,300.5,309.4,16.3,59,0,0,0,0,0,0,0.3159543069261602,5.150055202896412,8.899999999999977
3217,L50396,L,300.5,309.5,27.6,62,0,0,0,0,0,0,0.31595430691418297,8.72033887083145,9.0
3218,L50397,L,300.6,309.5,21.4,64,0,0,0,0,0,0,0.31595430692392185,6.761422168171927,8.899999999999977
3219,L50398,L,300.6,309.6,53.6,66,0,0,0,0,0,0,0.3159543069019413,16.935150849944055,9.0
3220,M18079,M,300.6,309.6,38.4,68,0,0,0,0,0,0,0.3159543069069669,12.132645385227528,9.0
3221,M18080,M,300.7,309.6,36.5,71,0,0,0,0,0,0,0.3159543069082144,11.532332202149826,8.900000000000034
3222,L50401,L,300.6,309.6,49.1,74,0,0,0,0,0,0,0.3159543069017221,15.513356468874555,9.0
3223,M18082,M,300.7,309.7,44.7,76,0,0,0,0,0,0,0.31595430690258747,14.12315751854566,9.0
3224,H32637,H,300.6,309.5,36.5,79,0,0,0,0,0,0,0.3159543069064942,11.532332202087037,8.899999999999977
3225,M18084,M,300.6,309.5,33.8,84,0,0,0,0,0,0,0.3159543069099006,10.67925557355464,8.899999999999977
3226,L50405,L,300.6,309.4,40.7,87,0,0,0,0,0,0,0.31595430690520176,12.859340291041713,8.799999999999955
3227,L50406,L,300.5,309.3,46.0,89,0,0,0,0,0,0,0.315954306904624,14.533898117612704,8.800000000000011
3228,M18087,M,300.5,309.3,34.9,91,0,0,0,0,0,0,0.3159543069114485,11.026805311209552,8.800000000000011
3229,L50408,L,300.5,309.3,46.8,94,0,0,0,0,0,0,0.31595430690526505,14.786661563166403,8.800000000000011
3230,L50409,L,300.6,309.4,43.2,96,0,0,0,0,0,0,0.3159543069030785,13.649226058212992,8.799999999999955
3231,L50410,L,300.6,309.4,36.0,98,0,0,0,0,0,0,0.31595430690985005,11.374355048754602,8.799999999999955
3232,L50411,L,300.7,309.3,45.3,100,0,0,0,0,0,0,0.3159543069018685,14.312730102654642,8.600000000000023
3233,L50412,L,300.7,309.3,38.3,102,0,0,0,0,0,0,0.3159543069110263,12.101049954692305,8.600000000000023
3234,H32647,H,300.8,309.4,40.7,104,0,0,0,0,0,0,0.31595430690520176,12.859340291041713,8.599999999999966
3235,L50414,L,300.8,309.4,38.4,109,0,0,0,0,0,0,0.31595430690613263,12.132645385195493,8.599999999999966
3236,L50415,L,300.8,309.4,20.5,111,0,0,0,0,0,0,0.3159543069224709,6.477063291910653,8.599999999999966
3237,M18096,M,300.8,309.4,62.4,113,1,0,1,0,0,0,0.31595430689499865,19.715548750247915,8.599999999999966
3238,M18097,M,300.9,309.5,26.8,116,0,0,0,0,0,0,0.3159543069178212,8.467575425397609,8.600000000000023
3239,M18098,M,300.9,309.4,25.6,119,0,0,0,0,0,0,0.31595430691674325,8.088430257068628,8.5
3240,L50419,L,301.0,309.5,48.5,122,0,0,0,0,0,0,0.3159543069022306,15.323783884758184,8.5
3241,L50420,L,300.9,309.5,35.2,124,0,0,0,0,0,0,0.3159543069124834,11.121591603319416,8.600000000000023
3242,H32655,H,300.9,309.5,43.4,126,0,0,0,0,0,0,0.31595430690488263,13.712416919671906,8.600000000000023
3243,L50422,L,300.9,309.6,42.4,131,0,0,0,0,0,0,0.31595430689868903,13.396462612504415,8.700000000000045
3244,L50423,L,301.0,309.6,28.1,133,0,0,0,0,0,0,0.31595430691674325,8.878316024360485,8.600000000000023
3245,M18104,M,301.0,309.6,48.0,135,0,0,0,0,0,0,0.31595430689973936,15.16580673118749,8.600000000000023
3246,M18105,M,301.0,309.6,32.7,138,0,0,0,0,0,0,0.3159543069114021,10.331705836002849,8.600000000000023
3247,L50426,L,301.0,309.7,42.0,141,0,0,0,0,0,0,0.31595430690481824,13.270080890002365,8.699999999999989
3248,M18107,M,301.0,309.8,31.1,143,0,0,0,0,0,0,0.31595430691167875,9.82617894495321,8.800000000000011
3249,M18108,M,301.0,309.7,39.3,146,0,0,0,0,0,0,0.3159543069074293,12.41700426146197,8.699999999999989
3250,L50429,L,301.1,309.8,38.9,149,0,0,0,0,0,0,0.3159543069063743,12.290622538657962,8.699999999999989
3251,H32664,H,301.2,309.8,27.0,151,0,0,0,0,0,0,0.3159543069162389,8.53076628673845,8.600000000000023
3252,L50431,L,301.1,309.6,36.1,156,0,0,0,0,0,0,0.3159543069068497,11.405950479337276,8.5
3253,L50432,L,301.1,309.7,30.8,158,0,0,0,0,0,0,0.315954306914762,9.73139265297467,8.599999999999966
3254,L50433,L,301.1,309.6,48.9,160,0,0,0,0,0,0,0.3159543069069084,15.45016560774782,8.5
3255,M18114,M,301.0,309.7,58.4,162,0,0,0,0,0,0,0.3159543068894867,18.451731522346023,8.699999999999989
3256,L50435,L,301.0,309.7,42.9,165,0,0,0,0,0,0,0.3159543069062538,13.554439766278287,8.699999999999989
3257,L50436,L,301.1,309.8,39.6,167,0,0,0,0,0,0,0.3159543069078816,12.511790553552112,8.699999999999989
3258,L50437,L,301.2,309.9,19.7,169,0,0,0,0,0,0,0.3159543069231988,6.224299846387017,8.699999999999989
3259,L50438,L,301.2,309.9,32.9,171,0,0,0,0,0,0,0.3159543069137846,10.394896697463514,8.699999999999989
3260,M18119,M,301.2,310.0,31.6,173,0,0,0,0,0,0,0.31595430691304166,9.984156098452116,8.800000000000011
3261,M18120,M,301.3,310.0,17.8,176,0,0,0,0,0,0,0.3159543069246174,5.62398666325819,8.699999999999989
3262,H32675,H,301.3,310.1,39.7,179,0,0,0,0,0,0,0.31595430690488263,12.54338598412384,8.800000000000011
3263,L50442,L,301.3,310.1,36.3,184,0,0,0,0,0,0,0.31595430690995097,11.46914134083122,8.800000000000011
3264,L50443,L,301.3,310.0,54.8,186,0,0,0,0,0,0,0.31595430689518533,17.314296017856154,8.699999999999989
3265,H32678,H,301.3,310.1,44.1,188,0,0,0,0,0,0,0.31595430690396453,13.933584934464836,8.800000000000011
3266,L50445,L,301.3,310.1,53.6,193,0,0,0,0,0,0,0.31595430689619197,16.93515084963589,8.800000000000011
3267,L50446,L,301.3,310.1,56.8,195,1,0,0,0,1,0,0.31595430688730913,17.94620463119916,8.800000000000011
3268,L50447,L,301.3,310.0,41.5,197,0,0,0,0,0,0,0.31595430690954407,13.112103736746079,8.699999999999989
3269,M18128,M,301.3,310.1,37.8,199,0,0,0,0,0,0,0.3159543069082144,11.943072801130503,8.800000000000011
3270,M18129,M,301.3,310.0,32.4,202,0,0,0,0,0,0,0.31595430691578663,10.236919544071487,8.699999999999989
3271,L50450,L,301.4,310.1,21.8,205,0,0,0,0,0,0,0.3159543069222897,6.887803890905916,8.700000000000045
3272,M18131,M,301.4,310.0,32.1,207,0,0,0,0,0,0,0.3159543069155371,10.142133251988742,8.600000000000023
3273,M18132,M,301.3,310.0,30.8,210,0,0,0,0,0,0,0.31595430691163295,9.731392652878295,8.699999999999989
3274,M18133,M,301.3,309.9,36.0,213,0,0,0,0,0,0,0.31595430691029996,11.374355048770799,8.599999999999966
3275,L50454,L,301.3,310.0,31.4,0,0,0,0,0,0,0,0.31595430691464793,9.920965237119944,8.699999999999989
3276,H32689,H,301.3,310.0,36.3,2,0,0,0,0,0,0,0.31595430690859583,11.469141340782027,8.699999999999989
3277,L50456,L,301.3,310.0,40.9,7,0,0,0,0,0,0,0.31595430690279913,12.922531152324485,8.699999999999989
3278,L50457,L,301.3,310.1,41.6,9,0,0,0,0,0,0,0.3159543069085418,13.14369916739534,8.800000000000011
3279,L50458,L,301.3,310.0,40.8,11,0,0,0,0,0,0,0.31595430690714155,12.890935721811374,8.699999999999989
3280,L50459,L,301.2,309.9,52.4,13,0,0,0,0,0,0,0.3159543068985238,16.556005681482645,8.699999999999989
3281,M18140,M,301.2,309.9,50.8,15,0,0,0,0,0,0,0.31595430690403137,16.050478790724792,8.699999999999989
3282,M18141,M,301.2,310.0,45.6,18,0,0,0,0,0,0,0.31595430690328596,14.407516394789841,8.800000000000011
3283,L50462,L,301.2,309.9,40.9,21,0,0,0,0,0,0,0.31595430690765675,12.92253115252316,8.699999999999989
3284,L50463,L,301.2,309.9,45.5,23,0,0,0,0,0,0,0.31595430690355975,14.375920964111968,8.699999999999989
3285,H32698,H,301.2,309.9,50.7,25,0,0,0,0,0,0,0.31595430689681503,16.01888335966852,8.699999999999989
3286,L50465,L,301.2,309.9,29.7,30,0,0,0,0,0,0,0.315954306915465,9.38384291538931,8.699999999999989
3287,L50466,L,301.2,310.0,37.6,32,0,0,0,0,0,0,0.3159543069127434,11.879881939919152,8.800000000000011
3288,M18147,M,301.2,310.1,32.6,34,0,0,0,0,0,0,0.31595430690995097,10.300110405264402,8.900000000000034
3289,L50468,L,301.3,310.1,31.0,37,0,0,0,0,0,0,0.31595430691453297,9.794583514350522,8.800000000000011
3290,M18149,M,301.2,310.1,56.6,39,0,0,0,0,0,0,0.3159543068902558,17.883013769988477,8.900000000000034
3291,L50470,L,301.2,310.2,42.3,42,0,0,0,0,0,0,0.31595430689877124,13.364867181818022,9.0
3292,M18151,M,301.2,310.1,45.5,44,0,0,0,0,0,0,0.3159543069055164,14.375920964200997,8.900000000000034
3293,L50472,L,301.3,310.3,44.3,47,0,0,0,0,0,0,0.315954306899976,13.996775795668936,9.0
3294,M18153,M,301.2,310.3,54.5,49,0,0,0,0,0,0,0.3159543068963714,17.21950972585224,9.100000000000023
3295,L50474,L,301.1,310.2,34.1,52,0,0,0,0,0,0,0.3159543069143395,10.774041865778978,9.099999999999966
3296,L50475,L,301.1,310.2,43.4,54,0,0,0,0,0,0,0.31595430690655385,13.712416919744436,9.099999999999966
3297,M18156,M,301.2,310.3,43.2,56,0,0,0,0,0,0,0.315954306898274,13.649226058005437,9.100000000000023
3298,L50477,L,301.2,310.3,38.6,59,0,0,0,0,0,0,0.315954306909441,12.195836246704422,9.100000000000023
3299,L50478,L,301.2,310.3,38.1,61,0,0,0,0,0,0,0.3159543069067319,12.037859093146485,9.100000000000023
3300,L50479,L,301.3,310.5,45.8,63,0,0,0,0,0,0,0.31595430689917886,14.470707255982392,9.199999999999989
3301,H32714,H,301.3,310.4,38.4,65,0,0,0,0,0,0,0.31595430690891707,12.132645385302416,9.099999999999966
3302,L50481,L,301.3,310.5,47.7,70,0,0,0,0,0,0,0.31595430689707804,15.071020438990624,9.199999999999989
3303,L50482,L,301.3,310.5,48.6,72,0,0,0,0,0,0,0.3159543069069669,15.355379315678592,9.199999999999989
3304,L50483,L,301.2,310.4,49.9,74,0,0,0,0,0,0,0.31595430689917886,15.766119914269025,9.199999999999989
3305,L50484,L,301.2,310.3,45.7,76,0,0,0,0,0,0,0.31595430690661336,14.439111825632232,9.100000000000023
3306,M18165,M,301.3,310.4,48.3,78,0,0,0,0,0,0,0.31595430691088333,15.260593023795664,9.099999999999966
3307,L50486,L,301.4,310.5,54.3,81,0,0,0,0,0,0,0.31595430690237397,17.156318864798905,9.100000000000023
3308,M18167,M,301.4,310.5,39.9,83,0,0,0,0,0,0,0.3159543069102009,12.606576845717015,9.100000000000023
3309,L50488,L,301.4,310.4,43.4,86,0,0,0,0,0,0,0.31595430690244536,13.712416919566127,9.0
3310,L50489,L,301.3,310.4,50.1,88,0,0,0,0,0,0,0.31595430689868903,15.829310775624322,9.099999999999966
3311,L50490,L,301.3,310.4,46.7,90,0,0,0,0,0,0,0.31595430689537096,14.755066132013825,9.099999999999966
3312,L50491,L,301.3,310.4,44.7,92,0,0,0,0,0,0,0.3159543069042306,14.12315751861911,9.099999999999966
3313,L50492,L,301.4,310.4,28.9,94,0,0,0,0,0,0,0.3159543069136225,9.131079469803689,9.0
3314,L50493,L,301.4,310.4,31.9,96,0,0,0,0,0,0,0.3159543069171658,10.07894239065759,9.0
3315,L50494,L,301.4,310.5,43.5,98,0,0,0,0,0,0,0.31595430690613263,13.744012350416769,9.100000000000023
3316,M18175,M,301.5,310.6,43.0,100,0,0,0,0,0,0,0.31595430690631415,13.586035196971508,9.100000000000023
3317,M18176,M,301.4,310.5,60.6,103,0,0,0,0,0,0,0.31595430688059933,19.14683099696432,9.100000000000023
3318,L50497,L,301.5,310.5,28.7,106,0,0,0,0,0,0,0.31595430691349974,9.067888608417443,9.0
3319,L50498,L,301.4,310.4,49.7,108,0,0,0,0,0,0,0.31595430690265824,15.702929053062116,9.0
3320,L50499,L,301.4,310.4,30.6,110,0,0,0,0,0,0,0.3159543069155371,9.668201791615436,9.0
3321,L50500,L,301.5,310.5,16.4,112,0,0,0,0,0,0,0.31595430692739773,5.181650633609323,9.0
3322,L50501,L,301.5,310.6,41.0,114,0,0,0,0,0,0,0.3159543069080487,12.954126583229996,9.100000000000023
3323,L50502,L,301.5,310.5,52.9,116,0,0,0,0,0,0,0.3159543068958299,16.713982834789398,9.0
3324,L50503,L,301.5,310.5,36.7,118,0,0,0,0,0,0,0.3159543069114485,11.59552306365016,9.0
